"Dam Name","State","Downstream Hazard Potential","Incident Type","Incident Date","Incident Driver","Incident Mechanism 1","Incident Mechanism 2","Incident Mechanism 3","Incident ID","Incident Description","Named Hydrologic Event","EAP Enacted (Y/N) due to Incident","Fatalities (Number)","Number of People Evacuated","Number of Habitable Structures Evacuated","Number of Habitable Structures Flooded","Other Infrastructure Impacts","Economic Damages (in $)","Response","Volume released at failure (ac-ft)","Additional Remarks or Updates","Owner Type","Dam Type","Primary Purpose(s)","EAP","Dam Height","Max Storage (ac-ft)","Surface Area (acres)","Year Completed","NID Number","River Name","Latitude","Longitude","Year Modified","Regulatory Agency(ies)","Incident Time","Incident Duration","Incident Report Produced","Information Sources","Attachments"
"NEW BEGGS","OK","S","Non-failure","06/01/2022","Hydrologic/flooding","Insufficient Spillway Capacity","Overtopping","","OK11078-3495","Extreme rainfall event exceeded spillway capacity and overtopped dam, severe erosion on DS slope","","No","0","0","0","0","Water/sewer lines","Unknown","City found damage weeks later, a pilot channel was dug in aux spillway to lower reservoir","","Water distribution system, access roads damaged","L","RE","S","NR","43 ft","1424 ac-ft","54 acres","1965","OK11078","TR-ADAMS CREEK","35.742","-96.0256","0","OWRB","","","Investigation","OWRB",""
"NEW JERSEY NO NAME # 32 DAM","NJ","S","Non-failure","08/05/2014","Hydrologic/flooding","Erosion","","","NJ00520-2863","erosion of subgrade under articulated concrete block at auxiliary spillway","","","0","0","","","","","","","","P","PGRE","R","Y","40 ft","166 ac-ft","15 acres","1967","NJ00520","SOUTH BRANCH RARITAN RIVER","40.5893","-74.9022","0","NJDEP","","","","NJ DEP",""
"NEW JERSEY NO NAME # 89 DAM","NJ","L","Failure","08/27/2011","Hydrologic/flooding","Overtopping","","","NJ00736-1192","overtopped, embankment failure","Irene","No","","0","","","","","","70 ac-ft","","L","PGRE","R","NR","15 ft","98 ac-ft","10 acres","1970","NJ00736","CROSSWICKS CREEK-TR","40.0566","-74.5475","0","NJDEP","","","","",""
"NEW STICKNEY (NELSON)","SD","L","Failure","09/11/2019","Hydrologic/flooding","Unknown","","","SD00688-3412","Wide spread rainfall on saturated ground ranging from 5 to 10 inches between September 11-12, 2019. High flows contributed to significant erosion around conduits of primary spillway back to the reservoir and partial failure of the dam.","","No","0","unknown","unknown","unknown","","","State dam safety staff did a site visit on Sept. 17, 2019 and notified dam owner of the observed damage. Site condition limited access to damaged areas of the dam at the time of visit.","","Reservoir still had some storage capacity after incident but it is limited by the erosion damage. A small area of erosion/slide damage extending into the upstream face of the dam also resulted from the event.  A small sinkhole in the embankment above the primary spillway conduits was reported in the last dam inspection prior to the event.","S","RE","R","NR","18 ft","177 ac-ft","14 acres","1965","SD00688","TR-JAMES","43.6217","-98.355","0","DENR","","","","SD Dam Safety",""
"NEW-FOUND CREEK DAM (BEAR WALLOW)","NC","","Failure","02/22/1976","Unknown","Unknown","","","NC00000-131","","","No","4","","","","","","","","Fatalities: 4 - family of 4","","","","","0 ft","0 ac-ft","0 acres","0","NC00000","","0","0","0","","","","","",""
"NEWELL","SD","L","Non-failure","05/23/2019","Hydrologic/flooding","Spillway Pipe Failure","","","SD00011-3413","High flows during spring of 2019 resulted in the primary spillway conduits failing on the downstream side of the dam and eroding area up to the dam crest.","","No","0","unknown","unknown","unknown","Other","","As conditions allow owner is maintaining a lowered reservoir level to reduce flow through the primary spillway to prevent further damage.","","Reservoir was closed winter 2019-2020 due to concerns about ice instability as the reservoir was lower for spring.","S","RE","CPR","NR","28 ft","2550 ac-ft","158 acres","1958","SD00011","WILLOW CREEK","44.835","-103.385","1998","DENR","","","","SD Dam Safety",""
"NIELSEN DAM","ID","L","Failure","08/04/2017","Hydrologic/flooding","Overtopping","Erosion","","ID06055-3103","","","","0","Unknown","Unknown","Unknown","Roads","Unknown","","","","","RE","","","0 ft","0 ac-ft","0 acres","0","ID06055","","0","0","0","","","","Yes","IDWR","Y"
"NILES","MI","","Failure","01/01/2008","Hydrologic/flooding","Unknown","","","MI00000-159","","","Yes","","40","","","","","","","Partial failure as a result of storm system.  About 40 people were evacuated downstream as a precaution.","","","","","0 ft","0 ac-ft","0 acres","0","MI00000","","0","0","0","","","","","",""
"NIX LAKE DAM","TX","L","Non-failure","03/29/1989","Hydrologic/flooding","Overtopping","","","TX03546-2786","OVERTOPPING","","","","","","","","","","","","P","RE","R","NR","23 ft","837 ac-ft","135 acres","1940","TX03546","WASSON BRANCH","32.2498","-94.6545","0","N","","","","TX DEQ",""
"NO 1","PA","L","Failure","08/20/1955","Hydrologic/flooding","Unknown","","","PA01569-3218","BREACH OF NEWER DAM DURING HURRICANE DIANE","Diane","No","0","0","0","0","","","NO FUNDING WAS OBTAINED TO REBUILD THE DAM AS OF 1977.  RESIDENTS COMPLAINED TO THE STATE.","","THERE IS NOW A DUMPED ROCK DAM FURTHER UPSTREAM, MAINTAINING THE IMPOUNDMENT.","P","RE","O","NR","8 ft","334 ac-ft","0 acres","0","PA01569","TOBYHANNA CREEK","41.1772","-75.4131","0","PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION","2:00:00 AM","","","PA Dam Safety",""
"NO 1","PA","L","Failure","07/06/1952","Hydrologic/flooding","Spillway Chute Failure","","","PA01569-3219","TIMBER CRIB SPILLWAY FAILED.  5 FOOT DROP IN THE POOL LEVEL DESTROYED RECREATIONAL USE.","","No","0","0","0","0","","","A CAMPGROUND ORGANIZATION REBUILT THE DAM IN 1953 WITH A 72' WIDE CONCRETE SPILLWAY.","","","P","RE","O","NR","8 ft","334 ac-ft","0 acres","0","PA01569","TOBYHANNA CREEK","41.1772","-75.4131","0","PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION","","","","PA Dam Safety",""
"NON-JURISDICTIONAL DAM","IA","","Failure","01/01/2008","Seepage/internal Erosion","Piping","","","IA00000-149","","","No","","","","","","","","","","","","","","0 ft","0 ac-ft","0 acres","0","IA00000","","0","0","0","","","","","",""
"NORMANSKILL","NY","H","Non-failure","08/28/2011","Hydrologic/flooding","High Reservoir Level","","","NY00088-1312","Chief of police notified Dam Safety that the EAP has been activated due to high water levels.  Hurricane Irene","Irene","Yes","","","","","","","","","","L","CB","HSRFP","Y","39 ft","5000 ac-ft","430 acres","1916","NY00088","NORMANS KILL","42.7113","-73.9607","0","NYS DEC","","","","",""
"NORTH RESERVOIR DAM","OH","H","Non-failure","12/01/2018","Deterioration Or Poor Condition","Gate/valve Failure","","","OH00587-3271","Lake drain operation caused the abutment movement and unsafe condition for operator.","","No","0","0","0","0","","","ODSP staff made a site visit to inspect the rest of the structure. Dam currently under design.","","","S","RE","R","Y","12 ft","1111 ac-ft","166 acres","1840","OH00587","TRIBUTARY TO TUSCARAWAS RIVER","41.0056","-81.5508","0","DEPARTMENT OF NATURAL RESOURCES","","1 day","No","OH DNR",""
"NORTH STAR SAND & GRAVEL DAMS","WA","","Failure","12/01/1967","Hydrologic/flooding","Overtopping","","","WA00000-213","","","No","","","","","","","","","Precise date unknown. 40 foot high dam washed out due to lack of  spillway. 25 foot high dam  rebuilt, also failed.","","","","","40 ft","0 ac-ft","0 acres","0","WA00000","","0","0","0","","","","","",""
"NORTHGLENN TERMINAL","CO","S","Non-failure","11/11/2012","Deterioration Or Poor Condition","Spillway Pipe Failure","","","CO02247-2093","Uncontrolled leakage from deteriorated outlet conduit.  Sealed with an inflatable bulkhead.","","","","","","","","","","","Planned for full replacement","L","RE","S","Y","35 ft","147 ac-ft","9 acres","1981","CO02247","BIG DRY CREEK-OS","39.8979","-105.013","0","DWR","","","","",""
"NORWOOD","NY","H","Non-failure","09/06/2018","Deterioration Or Poor Condition","Cracking","Excessive/increased Seepage","","NY00743-3278","Increased seepage through concrete joints had to be repaired through a grouting program","","No","0","0","0","0","","","","","This is a FERC Licensed dam. FERC was the primary regulator monitoring the repairs.","P","CNERPG","H","Y","24 ft","1736 ac-ft","350 acres","1928","NY00743","RAQUETTE RIVER","44.7433","-75.0054","0","NYS DEC","","9 months","Yes","NY Dam Safety",""
"O'NEAL LAKE DAM","MI","L","Failure","09/07/2014","Seepage/internal Erosion","Piping","","","MI00033-2200","Failure of left embankment by either piping or overtopping","","","","0","","0","None","none","","","","S","PGRE","R","NR","10 ft","1250 ac-ft","138 acres","1954","MI00033","BIG SUCKER CREEK","45.7117","-84.9067","0","Michigan DEQ","","","","","Y"
"OAK FOREST LAKE DAM","TX","S","Non-failure","08/29/2017","Seepage/internal Erosion","Piping","","","TX04450-2916","INTERNAL EROSION","Harvey","","","","","","","","","","","P","RE","R","N","30 ft","192 ac-ft","11 acres","1974","TX04450","TR-CAMPBELLS CREEK","30.776","-96.4889","0","TCEQ","","","","TX DEQ",""
"OAKFORD PARK","PA","","Failure","07/05/1903","Hydrologic/flooding","Overtopping","","","PA00000-111","","","No","","","","","","","","","","","","","","0 ft","0 ac-ft","0 acres","0","PA00000","","0","0","0","","","","","",""
"OHIO POWER COMPANY POND DAM MUR-3","OH","S","Non-failure","02/28/2011","Deterioration Or Poor Condition","High Reservoir Level","","","OH00845-970","Obstructed spillway caused the lake level to rise - owner performed controlled breach","","No","","0","","","","","","","","","RE","T","N","59 ft","818 ac-ft","27 acres","1962","OH00845","SIMS RUN","39.91","-81.72","0","DEPARTMENT OF NATURAL RESOURCES","","","","",""
"OHIO POWER COMPANY POND MB-144 POND","OH","L","Non-failure","01/28/2019","Structural Stability","Abutment Failure","Landslide","","OH01042-3379","Slide in the right downstream abutment. Slide not affecting dam.","","No","0","","","","","","","","","P","RE","T","Y","30 ft","72 ac-ft","5 acres","1968","OH01042","TRIBUTARY TO MANS FORK","39.7167","-81.7725","0","DEPARTMENT OF NATURAL RESOURCES","","","No","OH Dam Safety",""
"OKOBOJO DAM","SD","S","Failure","04/01/2019","Unknown","Unknown","","","SD00438-3251","","","No","0","","","","","Unknown","report of dam failure was verified","","significant hazard dam so was not required to have an EAP, also no habitable structures in the downstream flood plain","P","RE","PRS","NR","22 ft","3150 ac-ft","128 acres","1938","SD00438","TR OKOBOJO CREEK","44.6433","-100.427","0","DENR","","","No","SD DENR",""
"OKTIBBEHA COUNTY LAKE DAM","MS","H","Non-failure","03/12/2015","Deterioration Or Poor Condition","Unknown","","","MS00338-2942","PREVIOUSLY LOW HAZARD RECLASSIFIED TO HIGH HAZARD","","","0","","1","0","NONE","","","20 ac-ft","","L","RE","C","Y","43 ft","10430 ac-ft","479 acres","1965","MS00338","BIBA WITA CREEK","33.505","-88.9317","2003","MS Dept. of Environmental Quality","","","","MS DEQ",""
"OKTIBBEHA COUNTY LAKE DAM","MS","H","Non-failure","01/14/2020","Hydrologic/flooding","Sliding","","","MS00338-3462","75 ft wide slide, 6-7 feet in depth to failure plane; previously repaired w/ improper soils.","","","","","","","","","County elected to lower lake level to reduce risk presented by structure until repairs can be completed.","","","L","RE","C","Y","43 ft","10430 ac-ft","479 acres","1965","MS00338","BIBA WITA CREEK","33.507","-88.932","2003","MS DEPARTMENT OF ENVIRONMENTAL QUALITY","","","Yes","MDEQ Dam Safety",""
"OLD CITY LAKE DAM","TX","S","Failure","03/12/2009","Deterioration Or Poor Condition","Animal Activity","","","TX02850-773","Piping through beaver holes","","No","","0","","0","Roads","","","","Failure occurred during a moderate rainfall event.  Water apparently flowed through dam when water reached the spillway level.","P","RE","R","N","14 ft","92 ac-ft","25 acres","1956","TX02850","HOARD BRANCH","32.6857","-95.8896","0","N","","","","",""
"OLD MILL DAM","TX","L","Non-failure","06/17/1981","Unknown","Unknown","","","TX03446-2808","COLLAPSED","","","","","","","","","","","","L","CN","IS","NR","15 ft","108 ac-ft","18 acres","1963","TX03446","NORTH BOSQUE RIVER","31.795","-97.5765","0","N","","","","TX DEQ",""
"OLSON DAM","ND","H","Non-failure","05/21/2013","Hydrologic/flooding","High Reservoir Level","","","ND00056-1941","Watershed received 4-6 inches of rain on May 20, 2013.  The reservoir was already full from heavy late season snow and late season snowmelt runoff.  Water flowed through both of the dam's earthen auxiliary spillways.  See additional remarks below.","","Yes","","0","","0","None","","","","The dam was damaged as a result of the flow through the auxiliary spillways. A major slide occurred on the left spillway dike of the south auxiliary spillway, taking out a section of the dike.  Some headcutting occurred in the north auxiliary spillway.","L","RE","C","Y","74 ft","1077 ac-ft","7 acres","1957","ND00056","TONGUE RIVER-TR","48.7304","-97.9466","1985","NDSWC","","","","",""
"ORADELL RESERVOIR DAM","NJ","H","Non-failure","04/17/2011","Hydrologic/flooding","High Reservoir Level","","","NJ00258-965","EAP was activated due to high water levels at the spillway","","Yes","","0","","","","","","","","P","PGRE","S","Y","25 ft","0 ac-ft","796 acres","1922","NJ00258","HACKENSACK RIVER","40.9562","-74.0291","0","NJDEP","12:00 AM","","","",""
"ORMSBY","WI","L","Failure","07/28/2020","Hydrologic/flooding","Overtopping","Erosion","","WI00691-3501","7+ inch 24 hr rainfall caused dam to overtop, which induced breach of the left embankment.","","No","0","0","0","0","None","$1 to $100,000","","125 ac-ft","","P","PGRE","R","Y","12 ft","125 ac-ft","24 acres","1901","WI00691","WEST BRANCH EAU CLAIRE","45.2569","-89.2486","1950","WIDNR","","1 day","Yes","WIDNR",""
"OROVILLE","CA","H","Non-failure","02/07/2017","Deterioration Or Poor Condition","Erosion","","","CA00035-3097","Service and emergency spillway failures","","Yes","","188000","Unknown","","None","Unknown","","","Long-term systemic failure of the CA DWR, regulatory, and general industry practices to recognize and address inherent spillway design and construction weaknesses, poor bedrock quality, and deteriorated service spillway chute conditions. Reconstruction of the flood constrol spillway completed November 1, 2018. Incident Description from Independent Forensic Team Report, Oroville Dam Spillway Incident, dated January 5, 2018","S","ERRE","CHIRS","Y","770 ft","3540000 ac-ft","15800 acres","1968","CA00035","FEATHER RIVER","39.5388","-121.485","0","DWR, SAFETY OF DAMS","","2 days - Evacation order initiated February 12, 2017 and the order lifted February 14, 2017","Yes","",""
"OSAGE LAKE DAM","OH","S","Non-failure","03/05/2011","Deterioration Or Poor Condition","Erosion","","","OH00617-969","corrosion in riser caused water level to drop and erosion of u/s slope of the embankment","","Yes","","4","","","","","","","","PP","RE","R","Y","28 ft","146 ac-ft","11 acres","1955","OH00617","TRIBUTARY TO RIVER STYX","41.06","-81.77","0","DEPARTMENT OF NATURAL RESOURCES","","","","",""
"OTTER LAKE DAM","KY","H","Non-failure","03/01/2018","Structural Stability","Slope Stability","","","KY00858-3276","Dam experienced a slide on the downstream slope due to steep slopes and saturated conditions.","","","0","0","0","0","","","","","","P","RE","R","Y","28 ft","695 ac-ft","26 acres","1959","KY00858","OTTER CREEK","37.4066","-87.518","0","KY DIVISION OF WATER","","","Yes","KY DNR",""
"OXBO FLOWAGE","WI","L","Failure","04/01/2019","Seepage/internal Erosion","Excessive/increased Seepage","Piping","","WI12745-3418","Water flowing into the embankment adjacent to the inlet of the horizontal CMP of water control structure. Water flowing through and underneath of the CMP. 10 days after initial observation, embankment was completely breached.","","Yes","0","0","0","0","None","None","Owners activitated EAP and closely monitored the site.  Barricaded and signed to prevent entry to public.","","Remote area of wildlife area so risk was low.  Completed temporary repairs by Apr 11.","S","RE","R","Y","8 ft","100 ac-ft","28 acres","0","WI12745","OXBO CREEK","45.1701","-89.4056","0","WIDNR","","10 days","No","WI Dam Safety",""
"OXFORD","NC","H","Non-failure","05/05/2013","Malfunction Of Equipment/gate","Gate/valve Failure","","","NC00329-1601","Heavy rainfall resulted in opening of gates and one of the gates would not fully open.  Remote control system malfunction, origin not yet determined or reported","","No","","0","","","","","","","","P","PGCNRE","H","Y","122 ft","127500 ac-ft","4110 acres","1928","NC00329","CATAWBA RIVER","35.8214","-81.1922","0","","","","","","Y"
"PANBOWL LAKE","KY","S","Non-failure","03/02/2021","Hydrologic/flooding","Excessive/increased Seepage","Slope Stability","","KY00108-3457","Slope failure due to seepage from river back into reservoir due to high river levels","","No","","Unknown","Unknown","Unknown","","","","","","S","ER","R","Y","46 ft","6200 ac-ft","98 acres","1961","KY00108","N. FORK KENTUCKY RIVER","37.5584","-83.3696","0","KY DIVISION OF WATER","","","Yes","KY Dam Safety",""
"PATTISON STATE PARK","WI","S","Failure","06/17/2018","Hydrologic/flooding","Debris Clogging","Erosion","Overtopping","WI00127-3334","Left embankment overtopped & failed, significant debris & tree buildup in spillway due to high flows","","","0","","","","","","","","","L","PGRE","R","Y","20 ft","340 ac-ft","27 acres","1931","WI00127","BLACK","46.5356","-92.1208","0","WIDNR","","","Unknown","WI DNR",""
"PEABODY COAL COMPANY POND DAM","OH","L","Non-failure","10/25/2018","Deterioration Or Poor Condition","Spillway Pipe Failure","","","OH00868-3272","During a periodic inspection, ODSP staff discovered that the last 4 sections of the spillway pipe had separated from the rest of the spillway and the downstream slope over the spillway pipe had eroded away.","","No","0","0","0","0","","","ODSP staff informed owner. The dam is being monitored and currently under design.","","","S","RE","R","Y","34 ft","215 ac-ft","5 acres","1967","OH00868","TRIBUTARY TO MILL FORK","40.2289","-81.9467","0","DEPARTMENT OF NATURAL RESOURCES","","","No","OH DNR",""
